;COD_BAIRRO;BAIRRO;MODO;PICO;P001;P002;P003;P004;P005;R001;S001;S002;S003;TMISA;TMISB;TMISM;TMIST;CMASA120;CMASA15;CMASA30;CMASA45;CMASA60;CMASA90;CMASB120;CMASB15;CMASB30;CMASB45;CMASB60;CMASB90;CMASM120;CMASM15;CMASM30;CMASM45;CMASM60;CMASM90;CMAST120;CMAST15;CMAST30;CMAST45;CMAST60;CMAST90
40;240810205011;Alecrim;bicicleta;1.0;5863.0;3150.0;2610.0;1.0;39.0;689.3666666666667;2.0;2.0;2.0;24.0666;26.850000000000005;24.0666;24.0666;0.0;1.4667;4.2665999999999995;4.7556;5.066400000000001;0.0;0.0;1.0851;2.7872;3.2341000000000006;3.798;0.0;0.0;1.2559;3.7521;4.155;4.674300000000001;0.0;0.0;1.1916;3.5342000000000002;3.9588;4.4178;0.0
41;240810205011;Alecrim;caminhada;1.0;5863.0;3150.0;2610.0;1.0;39.0;689.3666666666667;2.0;2.0;2.0;50.44990000000001;55.0499;50.44990000000001;50.44990000000001;0.0;0.2666;0.5556;1.8445;3.289;0.0;0.0;0.21300000000000002;0.45749999999999996;1.1703000000000001;1.9469;0.0;0.0;0.2482;0.5581;1.4883;2.7443;0.0;0.0;0.219;0.5273;1.4041000000000001;2.5755;0.0
42;240810205013;Nordeste;bicicleta;1.0;8415.0;3345.0;4987.0;8.0;79.0;378.9307692307692;1.0;1.0;1.0;95.18339999999999;121.2833;126.2166;121.2833;0.0;0.1555;0.7555999999999999;4.2221;4.933400000000001;0.0;0.0;0.2445;1.0743000000000003;3.1487;3.9572000000000003;0.0;0.0;0.17099999999999999;0.9772000000000001;3.8145000000000007;4.5662;0.0;0.0;0.1777;0.9653;3.6708000000000003;4.437900000000001;0.0
43;240810205013;Nordeste;caminhada;1.0;8415.0;3345.0;4987.0;8.0;79.0;378.9307692307692;1.0;1.0;1.0;236.35010000000003;269.49989999999997;293.8833;269.49989999999997;0.0;0.0222;0.0888;0.2443;0.4667;0.0;0.0;0.06369999999999999;0.19119999999999998;0.32949999999999996;0.5529999999999999;0.0;0.0;0.046700000000000005;0.1322;0.24080000000000004;0.4500999999999999;0.0;0.0;0.0409;0.1296;0.23929999999999998;0.44469999999999993;0.0
44;240810205012;Quintas;bicicleta;1.0;21289.0;8990.0;11989.0;23.0;116.0;450.4066666666667;6.0;4.0;5.0;70.1498;78.09989999999998;64.0998;61.94980000000001;0.0;1.2446;8.244599999999998;10.6449;11.399800000000003;0.0;0.0;1.3829999999999996;5.520999999999999;7.383000000000001;8.670399999999999;0.0;0.0;1.3102;7.255899999999999;9.4267;10.589199999999998;0.0;0.0;1.2942999999999998;6.8561;8.999900000000004;10.0274;0.0
45;240810205012;Quintas;caminhada;1.0;21289.0;8990.0;11989.0;23.0;116.0;450.4066666666667;6.0;4.0;5.0;144.0668;172.80010000000001;124.55019999999999;116.88349999999998;0.0;0.3997;1.0447;1.4223;3.511100000000001;0.0;0.0;0.2764999999999999;0.8935999999999998;1.6912999999999996;2.8406000000000002;0.0;0.0;0.2639;0.8220999999999998;1.6279000000000001;3.3798000000000004;0.0;0.0;0.253;0.8148000000000001;1.5886999999999998;3.226000000000001;0.0
46;240810205014;Bom Pastor;bicicleta;1.0;11164.0;3877.0;7139.0;3.0;128.0;287.21875;2.0;2.0;1.0;225.19989999999999;91.98310000000001;118.33330000000004;87.74990000000001;0.0;0.1777;3.1332;10.8668;11.732800000000001;0.0;0.0;0.9892;3.8298;7.9468;8.883199999999999;0.0;0.0;0.8219000000000001;3.829699999999999;9.876000000000001;10.867999999999999;0.0;0.0;0.8215999999999999;3.8078999999999996;9.397;10.273799999999998;0.0
47;240810205014;Bom Pastor;caminhada;1.0;11164.0;3877.0;7139.0;3.0;128.0;287.21875;2.0;2.0;1.0;592.0332999999999;171.5;268.1001;160.60000000000002;0.0;0.0;0.0;0.3109;0.9330999999999999;0.0;0.0;0.15919999999999998;0.4147999999999999;1.1594999999999998;1.7657000000000003;0.0;0.0;0.09340000000000001;0.3336999999999999;0.9613000000000002;1.6434999999999997;0.0;0.0;0.1226;0.34889999999999993;0.9722999999999999;1.6436000000000002;0.0
48;240810205016;Dix-Sept Rosado;bicicleta;1.0;38758.0;17985.0;20378.0;17.0;368.0;1057.6615384615386;3.0;2.0;3.0;227.90000000000003;133.4666;118.31660000000001;117.71660000000001;0.0;2.8003000000000005;17.155499999999996;20.977600000000002;21.954400000000003;0.0;0.0;3.1064;11.595699999999997;15.489000000000008;16.649199999999997;0.0;0.0;3.5425;14.953500000000004;19.2169;20.394700000000004;0.0;0.0;3.3899999999999997;14.266900000000001;18.226000000000006;19.267;0.0
49;240810205016;Dix-Sept Rosado;caminhada;1.0;38758.0;17985.0;20378.0;17.0;368.0;1057.6615384615386;3.0;2.0;3.0;583.7166000000001;318.28299999999996;267.91659999999996;267.91659999999996;0.0;0.0666;0.9997999999999999;3.155500000000001;6.377700000000001;0.0;0.0;0.2016;1.2981000000000003;3.5001999999999986;5.957199999999999;0.0;0.0;0.2334;1.4653;3.9145;7.1941000000000015;0.0;0.0;0.20459999999999995;1.3762;3.7600000000000007;6.8629999999999995;0.0
50;240810205037;Nossa Senhora de Nazaré;bicicleta;1.0;28888.0;12641.0;15893.0;11.0;251.0;947.65;2.0;1.0;2.0;230.7666;144.28329999999994;123.8165;123.8165;0.0;1.5553;10.311;19.666200000000003;20.265600000000003;0.0;0.0;1.9786999999999997;8.691400000000002;14.691900000000006;15.499999999999993;0.0;0.0;2.2946;10.155199999999997;18.092900000000004;18.9217;0.0;0.0;2.1847000000000003;9.828899999999999;17.137100000000007;17.869599999999995;0.0
51;240810205037;Nossa Senhora de Nazaré;caminhada;1.0;28888.0;12641.0;15893.0;11.0;251.0;947.65;2.0;1.0;2.0;543.4499999999999;353.99980000000005;297.8832;295.5665;0.0;0.0666;0.644;1.6663999999999999;3.600100000000001;0.0;0.0;0.19119999999999998;0.9895000000000002;2.1486999999999994;4.244499999999999;0.0;0.0;0.22510000000000002;1.1554999999999997;2.4647999999999994;4.4415;0.0;0.0;0.20509999999999998;1.0954000000000002;2.3693999999999997;4.3765;0.0
52;240810205017;Lagoa Nova;bicicleta;1.0;562.0;356.0;202.0;1.0;2.0;1958.7;0.0;0.0;0.0;5.2333;5.2333;5.2333;5.2333;0.0;0.1111;0.4667;0.8444;0.8444;0.0;0.0;0.0426;0.3617;0.6277;0.6596;0.0;0.0;0.0698;0.4419;0.7752;0.7984;0.0;0.0;0.0685;0.4178;0.7329;0.7534;0.0
53;240810205017;Lagoa Nova;caminhada;1.0;562.0;356.0;202.0;1.0;2.0;1958.7;0.0;0.0;0.0;15.2;15.2;15.2;15.2;0.0;0.0;0.0444;0.1111;0.1556;0.0;0.0;0.0;0.0213;0.0532;0.1277;0.0;0.0;0.0;0.0233;0.0775;0.1628;0.0;0.0;0.0;0.0274;0.0753;0.1575;0.0
54;240810205007;Mãe Luíza;bicicleta;1.0;6256.0;1768.0;3856.0;18.0;66.0;893.8399999999999;1.0;1.0;1.0;148.1332;83.45;83.05;83.05;0.0;1.1776;5.955600000000001;8.2448;9.3113;0.0;0.0;0.5638000000000001;2.9255;4.946899999999999;6.1487;0.0;0.0;1.0235;4.6588;6.984099999999998;8.0853;0.0;0.0;0.9313000000000002;4.294699999999999;6.499600000000001;7.6507000000000005;0.0
