date,city,last_available_confirmed,Gini_Index_2010,access_to_water_and_basic_sanitatio_per_cent,MHDI_income,MHDI_education,aging_rate,extremely_poor_per_cent
2020-05-26,Frutuoso Gomes,4,0.47,9.95,0.565,0.512,10.3,18.06
2020-05-26,Galinhos,1,0.57,29.51,0.578,0.429,5.93,21.02
2020-05-26,Goianinha,22,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-26,Governador Dix Sept Rosado,7,0.49,22.37,0.564,0.485,8.19,22.19
2020-05-26,Grossos,10,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-26,Guamaré,38,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-26,Ielmo Marinho,11,0.51,42.52,0.521,0.418,7.37,26.37
2020-05-26,Ipanguaçu,24,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-26,Ipueira,2,0.4,5.11,0.627,0.633,11.17,7.79
2020-05-26,Itajá,10,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-26,Itaú,12,0.48,11.02,0.588,0.542,8.95,13.71
2020-05-26,Jaçanã,6,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-26,Jandaíra,1,0.53,34.99,0.561,0.462,7.93,22.77
2020-05-26,Janduís,1,0.47,13.82,0.5670000000000001,0.529,10.36,14.19
2020-05-26,Januário Cicco,2,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-26,Jardim De Angicos,1,0.53,56.25,0.557,0.43700000000000006,10.28,24.47
2020-05-26,Jardim Do Seridó,4,0.5,4.28,0.647,0.584,11.81,5.56
2020-05-26,João Câmara,10,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-26,Jucurutu,6,0.46,7.47,0.583,0.49200000000000005,10.06,14.88
2020-05-26,Lagoa D Anta,1,0.54,17.11,0.58,0.507,8.01,18.95
2020-05-26,Lagoa De Pedras,3,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-26,Lagoa De Velhos,1,0.42,12.3,0.5660000000000001,0.45799999999999996,9.97,13.01
2020-05-26,Lagoa Nova,2,0.5,14.22,0.542,0.483,7.86,24.91
2020-05-26,Lagoa Salgada,2,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-26,Lajes,2,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-26,Lajes Pintadas,6,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-26,Lucrécia,1,0.62,3.94,0.624,0.551,9.36,20.04
2020-05-26,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-26,Macaíba,94,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-26,Macau,26,0.5,6.11,0.65,0.5720000000000001,7.86,7.58
2020-05-26,Martins,2,0.49,21.06,0.58,0.5379999999999999,11.02,19.29
2020-05-26,Maxaranguape,5,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-26,Messias Targino,1,0.44,26.47,0.608,0.565,7.78,5.63
2020-05-26,Montanhas,8,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-26,Monte Alegre,17,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-26,Mossoró,907,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-26,Natal,2221,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-26,Nísia Floresta,32,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-26,Nova Cruz,27,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-26,Olho D Água Do Borges,1,0.48,27.06,0.5770000000000001,0.48200000000000004,11.97,16.7
2020-05-26,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-26,Paraná,2,0.49,6.03,0.532,0.496,10.22,26.74
2020-05-26,Paraú,3,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-26,Parazinho,2,0.52,36.06,0.5429999999999999,0.424,8.19,23.2
2020-05-26,Parelhas,5,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-26,Parnamirim,491,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-26,Passa E Fica,2,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-26,Patu,2,0.52,25.02,0.599,0.513,9.57,14.62
2020-05-26,Pau Dos Ferros,19,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-26,Pedra Grande,7,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-26,Pedro Avelino,3,0.52,25.25,0.5770000000000001,0.435,10.29,17.93
2020-05-26,Pedro Velho,3,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-26,Pendências,24,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-26,Pilões,4,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-26,Poço Branco,7,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-26,Portalegre,3,0.52,35.11,0.581,0.547,10.64,21.33
2020-05-26,Porto Do Mangue,11,0.55,40.29,0.5579999999999999,0.504,5.87,24.12
2020-05-26,Pureza,2,0.53,23.02,0.516,0.456,7.74,29.88
2020-05-26,Riacho Da Cruz,6,0.47,14.16,0.545,0.48700000000000004,9.61,19.81
2020-05-26,Riachuelo,4,0.54,12.72,0.561,0.48100000000000004,8.45,21.63
2020-05-26,Rio Do Fogo,9,0.52,4.34,0.546,0.457,6.31,23.47
2020-05-26,Rodolfo Fernandes,1,0.46,9.02,0.561,0.519,9.03,16.45
2020-05-26,Ruy Barbosa,3,0.51,39.2,0.5479999999999999,0.517,9.85,24.09
2020-05-26,Santa Cruz,35,0.52,9.9,0.597,0.564,8.27,15.6
2020-05-26,Santa Maria,4,0.45,38.57,0.5539999999999999,0.47700000000000004,8.19,15.45
2020-05-26,Santana Do Matos,9,0.55,17.29,0.5589999999999999,0.48200000000000004,10.62,27.13
2020-05-26,Santana Do Seridó,1,0.41,5.29,0.595,0.58,9.74,8.16
2020-05-26,Santo Antônio,21,0.57,20.88,0.595,0.512,8.98,20.39
2020-05-26,São Bento Do Norte,1,0.54,13.32,0.541,0.415,8.24,23.11
2020-05-26,São Bento Do Trairí,2,0.49,12.59,0.526,0.525,8.71,24.21
2020-05-26,São Fernando,1,0.44,15.6,0.591,0.508,9.35,11.41
2020-05-26,São Gonçalo Do Amarante,182,0.44,5.01,0.619,0.564,5.28,6.05
2020-05-26,São João Do Sabugi,1,0.47,11.75,0.62,0.581,12.04,6.19
2020-05-26,São José De Mipibu,60,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-26,São Miguel,18,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-26,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-26,São Paulo Do Potengi,7,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-26,São Pedro,14,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-26,São Rafael,12,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-26,São Tomé,15,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-26,São Vicente,1,0.52,6.27,0.606,0.556,10.45,14.02
2020-05-26,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-26,Senador Georgino Avelino,2,0.43,17.97,0.5429999999999999,0.455,6.4,11.63
2020-05-26,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-26,Serra Do Mel,7,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-26,Serra Negra Do Norte,4,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-26,Serrinha,1,0.52,43.05,0.547,0.502,9.42,27.68
2020-05-26,Severiano Melo,1,0.52,17.21,0.579,0.522,9.04,21.0
2020-05-26,Taboleiro Grande,5,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-26,Taipu,3,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-26,Tenente Ananias,13,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-26,Tenente Laurentino Cruz,3,0.47,17.9,0.5589999999999999,0.586,6.68,17.34
2020-05-26,Tibau,16,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-26,Tibau Do Sul,4,0.6,6.58,0.672,0.504,6.1,5.76
2020-05-26,Touros,44,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-26,Umarizal,3,0.51,16.57,0.59,0.506,9.85,16.21
2020-05-26,Upanema,2,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-26,Várzea,3,0.48,9.25,0.5770000000000001,0.552,11.12,12.47
2020-05-26,Viçosa,1,0.47,9.58,0.552,0.502,8.9,19.0
2020-05-25,Acari,3,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-25,Açu,109,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-25,Afonso Bezerra,7,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-25,Alexandria,5,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-25,Almino Afonso,1,0.49,20.07,0.578,0.568,9.22,17.02
2020-05-25,Alto Do Rodrigues,28,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-25,Angicos,3,0.51,10.91,0.606,0.53,9.66,11.04
2020-05-25,Antônio Martins,1,0.51,21.88,0.5539999999999999,0.45799999999999996,9.67,25.46
2020-05-25,Apodi,198,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-25,Areia Branca,142,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-25,Arês,4,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-25,Baía Formosa,4,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-25,Baraúna,63,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-25,Barcelona,2,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-25,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-25,Bom Jesus,4,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-25,Brejinho,3,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-25,Caiçara Do Norte,5,0.53,9.86,0.5720000000000001,0.45399999999999996,7.23,22.32
2020-05-25,Caiçara Do Rio Do Vento,5,0.49,12.41,0.5529999999999999,0.499,8.95,23.06
2020-05-25,Caicó,27,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-25,Campo Redondo,4,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-25,Canguaretama,52,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-25,Caraúbas,18,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-25,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-25,Carnaubais,9,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-25,Ceará Mirim,64,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-25,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-25,Coronel João Pessoa,2,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-25,Cruzeta,6,0.42,2.54,0.602,0.621,10.28,7.41
2020-05-25,Currais Novos,21,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-25,Doutor Severiano,6,0.49,21.51,0.5670000000000001,0.5660000000000001,8.93,23.33
2020-05-25,Encanto,13,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-25,Espírito Santo,2,0.54,15.88,0.5489999999999999,0.423,9.14,24.76
2020-05-25,Extremoz,85,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-25,Felipe Guerra,33,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-25,Fernando Pedroza,2,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-25,Florânia,1,0.49,13.0,0.611,0.56,10.24,14.24
2020-05-25,Frutuoso Gomes,4,0.47,9.95,0.565,0.512,10.3,18.06
2020-05-25,Galinhos,1,0.57,29.51,0.578,0.429,5.93,21.02
2020-05-25,Goianinha,21,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-25,Governador Dix Sept Rosado,7,0.49,22.37,0.564,0.485,8.19,22.19
2020-05-25,Grossos,6,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-25,Guamaré,36,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-25,Ielmo Marinho,11,0.51,42.52,0.521,0.418,7.37,26.37
2020-05-25,Ipanguaçu,24,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-25,Ipueira,2,0.4,5.11,0.627,0.633,11.17,7.79
2020-05-25,Itajá,9,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-25,Itaú,12,0.48,11.02,0.588,0.542,8.95,13.71
2020-05-25,Jaçanã,5,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-25,Jandaíra,1,0.53,34.99,0.561,0.462,7.93,22.77
2020-05-25,Janduís,1,0.47,13.82,0.5670000000000001,0.529,10.36,14.19
2020-05-25,Januário Cicco,2,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-25,Jardim De Angicos,1,0.53,56.25,0.557,0.43700000000000006,10.28,24.47
2020-05-25,Jardim Do Seridó,4,0.5,4.28,0.647,0.584,11.81,5.56
2020-05-25,João Câmara,10,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-25,Jucurutu,5,0.46,7.47,0.583,0.49200000000000005,10.06,14.88
2020-05-25,Lagoa D Anta,1,0.54,17.11,0.58,0.507,8.01,18.95
2020-05-25,Lagoa De Pedras,3,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-25,Lagoa De Velhos,1,0.42,12.3,0.5660000000000001,0.45799999999999996,9.97,13.01
2020-05-25,Lagoa Nova,2,0.5,14.22,0.542,0.483,7.86,24.91
2020-05-25,Lagoa Salgada,2,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-25,Lajes,2,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-25,Lajes Pintadas,6,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-25,Lucrécia,1,0.62,3.94,0.624,0.551,9.36,20.04
2020-05-25,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-25,Macaíba,93,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-25,Macau,26,0.5,6.11,0.65,0.5720000000000001,7.86,7.58
2020-05-25,Martins,2,0.49,21.06,0.58,0.5379999999999999,11.02,19.29
2020-05-25,Maxaranguape,5,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-25,Messias Targino,1,0.44,26.47,0.608,0.565,7.78,5.63
2020-05-25,Montanhas,8,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-25,Monte Alegre,17,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-25,Mossoró,885,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-25,Natal,2169,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-25,Nísia Floresta,31,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-25,Nova Cruz,27,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-25,Olho D Água Do Borges,1,0.48,27.06,0.5770000000000001,0.48200000000000004,11.97,16.7
2020-05-25,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-25,Paraná,2,0.49,6.03,0.532,0.496,10.22,26.74
2020-05-25,Paraú,3,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-25,Parazinho,2,0.52,36.06,0.5429999999999999,0.424,8.19,23.2
2020-05-25,Parelhas,5,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-25,Parnamirim,474,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-25,Passa E Fica,2,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-25,Patu,2,0.52,25.02,0.599,0.513,9.57,14.62
2020-05-25,Pau Dos Ferros,19,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-25,Pedra Grande,7,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-25,Pedro Avelino,3,0.52,25.25,0.5770000000000001,0.435,10.29,17.93
2020-05-25,Pedro Velho,3,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-25,Pendências,23,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-25,Pilões,3,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-25,Poço Branco,7,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-25,Portalegre,3,0.52,35.11,0.581,0.547,10.64,21.33
2020-05-25,Porto Do Mangue,10,0.55,40.29,0.5579999999999999,0.504,5.87,24.12
2020-05-25,Pureza,2,0.53,23.02,0.516,0.456,7.74,29.88
2020-05-25,Riacho Da Cruz,3,0.47,14.16,0.545,0.48700000000000004,9.61,19.81
2020-05-25,Riachuelo,4,0.54,12.72,0.561,0.48100000000000004,8.45,21.63
2020-05-25,Rio Do Fogo,9,0.52,4.34,0.546,0.457,6.31,23.47
2020-05-25,Rodolfo Fernandes,1,0.46,9.02,0.561,0.519,9.03,16.45
2020-05-25,Ruy Barbosa,3,0.51,39.2,0.5479999999999999,0.517,9.85,24.09
2020-05-25,Santa Cruz,34,0.52,9.9,0.597,0.564,8.27,15.6
2020-05-25,Santa Maria,4,0.45,38.57,0.5539999999999999,0.47700000000000004,8.19,15.45
2020-05-25,Santana Do Matos,9,0.55,17.29,0.5589999999999999,0.48200000000000004,10.62,27.13
2020-05-25,Santo Antônio,21,0.57,20.88,0.595,0.512,8.98,20.39
2020-05-25,São Bento Do Norte,1,0.54,13.32,0.541,0.415,8.24,23.11
2020-05-25,São Bento Do Trairí,2,0.49,12.59,0.526,0.525,8.71,24.21
2020-05-25,São Gonçalo Do Amarante,177,0.44,5.01,0.619,0.564,5.28,6.05
2020-05-25,São João Do Sabugi,1,0.47,11.75,0.62,0.581,12.04,6.19
2020-05-25,São José De Mipibu,57,0.55,15.34,0.599,0.508,7.23,17.32
2020-05-25,São Miguel,18,0.53,18.57,0.574,0.518,9.32,19.87
2020-05-25,São Miguel Do Gostoso,1,0.51,24.42,0.5579999999999999,0.46799999999999997,6.76,21.71
2020-05-25,São Paulo Do Potengi,6,0.48,16.61,0.584,0.555,9.52,15.32
2020-05-25,São Pedro,11,0.52,37.17,0.574,0.449,10.25,18.48
2020-05-25,São Rafael,11,0.52,10.82,0.588,0.493,11.75,17.98
2020-05-25,São Tomé,15,0.49,34.01,0.565,0.461,11.67,20.2
2020-05-25,São Vicente,1,0.52,6.27,0.606,0.556,10.45,14.02
2020-05-25,Senador Elói De Souza,1,0.5,20.16,0.523,0.504,8.73,27.17
2020-05-25,Senador Georgino Avelino,2,0.43,17.97,0.5429999999999999,0.455,6.4,11.63
2020-05-25,Serra De São Bento,1,0.53,32.29,0.551,0.48200000000000004,9.89,26.18
2020-05-25,Serra Do Mel,6,0.5,44.92,0.574,0.521,6.79,16.04
2020-05-25,Serra Negra Do Norte,4,0.42,8.31,0.578,0.46799999999999997,8.83,10.43
2020-05-25,Serrinha,1,0.52,43.05,0.547,0.502,9.42,27.68
2020-05-25,Severiano Melo,1,0.52,17.21,0.579,0.522,9.04,21.0
2020-05-25,Taboleiro Grande,5,0.48,31.48,0.57,0.507,7.42,15.6
2020-05-25,Taipu,3,0.45,32.17,0.544,0.435,7.65,16.2
2020-05-25,Tenente Ananias,12,0.46,12.6,0.57,0.46799999999999997,9.43,16.07
2020-05-25,Tenente Laurentino Cruz,3,0.47,17.9,0.5589999999999999,0.586,6.68,17.34
2020-05-25,Tibau,16,0.55,13.02,0.627,0.53,6.67,10.19
2020-05-25,Tibau Do Sul,3,0.6,6.58,0.672,0.504,6.1,5.76
2020-05-25,Touros,39,0.52,20.05,0.562,0.466,6.84,21.48
2020-05-25,Umarizal,3,0.51,16.57,0.59,0.506,9.85,16.21
2020-05-25,Upanema,2,0.54,26.63,0.542,0.516,7.89,31.82
2020-05-25,Várzea,3,0.48,9.25,0.5770000000000001,0.552,11.12,12.47
2020-05-25,Viçosa,1,0.47,9.58,0.552,0.502,8.9,19.0
2020-05-24,Acari,3,0.49,2.06,0.633,0.634,9.88,5.18
2020-05-24,Açu,100,0.53,10.49,0.6409999999999999,0.568,6.99,7.68
2020-05-24,Afonso Bezerra,7,0.53,18.03,0.56,0.502,9.22,21.79
2020-05-24,Alexandria,5,0.53,10.68,0.581,0.491,11.07,21.46
2020-05-24,Almino Afonso,1,0.49,20.07,0.578,0.568,9.22,17.02
2020-05-24,Alto Do Rodrigues,24,0.47,3.79,0.647,0.585,6.32,7.74
2020-05-24,Angicos,3,0.51,10.91,0.606,0.53,9.66,11.04
2020-05-24,Antônio Martins,1,0.51,21.88,0.5539999999999999,0.45799999999999996,9.67,25.46
2020-05-24,Apodi,186,0.55,10.18,0.611,0.5710000000000001,8.1,13.98
2020-05-24,Areia Branca,130,0.48,7.72,0.647,0.621,7.94,6.17
2020-05-24,Arês,4,0.53,9.2,0.5870000000000001,0.523,7.13,16.86
2020-05-24,Baía Formosa,3,0.47,2.47,0.59,0.534,6.12,11.09
2020-05-24,Baraúna,62,0.42,20.92,0.562,0.446,5.52,12.08
2020-05-24,Barcelona,1,0.5,19.66,0.564,0.442,11.87,20.03
2020-05-24,Bento Fernandes,2,0.47,30.26,0.542,0.494,7.9,22.61
2020-05-24,Bom Jesus,3,0.54,16.68,0.583,0.46,9.3,20.26
2020-05-24,Brejinho,2,0.49,9.32,0.585,0.49200000000000005,8.46,11.95
2020-05-24,Caiçara Do Norte,5,0.53,9.86,0.5720000000000001,0.45399999999999996,7.23,22.32
2020-05-24,Caiçara Do Rio Do Vento,1,0.49,12.41,0.5529999999999999,0.499,8.95,23.06
2020-05-24,Caicó,23,0.56,1.75,0.703,0.619,8.82,3.69
2020-05-24,Campo Redondo,4,0.56,35.01,0.5539999999999999,0.584,11.02,28.19
2020-05-24,Canguaretama,48,0.49,17.39,0.557,0.486,6.21,18.11
2020-05-24,Caraúbas,16,0.54,23.35,0.594,0.556,9.89,20.91
2020-05-24,Carnaúba Dos Dantas,1,0.41,10.97,0.624,0.5770000000000001,8.71,4.55
2020-05-24,Carnaubais,7,0.52,28.7,0.583,0.47600000000000003,7.64,16.41
2020-05-24,Ceará Mirim,55,0.51,9.69,0.599,0.505,6.96,12.12
2020-05-24,Cerro Corá,1,0.54,31.01,0.573,0.518,9.89,25.88
2020-05-24,Coronel João Pessoa,2,0.5,8.18,0.5489999999999999,0.47100000000000003,9.24,23.05
2020-05-24,Cruzeta,5,0.42,2.54,0.602,0.621,10.28,7.41
2020-05-24,Currais Novos,17,0.58,5.49,0.6729999999999999,0.617,9.59,7.7
2020-05-24,Doutor Severiano,6,0.49,21.51,0.5670000000000001,0.5660000000000001,8.93,23.33
2020-05-24,Encanto,12,0.47,23.8,0.589,0.536,9.83,13.74
2020-05-24,Espírito Santo,1,0.54,15.88,0.5489999999999999,0.423,9.14,24.76
2020-05-24,Extremoz,72,0.54,7.35,0.64,0.555,6.32,9.19
2020-05-24,Felipe Guerra,33,0.48,23.18,0.5820000000000001,0.575,9.75,15.92
2020-05-24,Fernando Pedroza,1,0.55,19.44,0.565,0.519,10.2,25.87
2020-05-24,Florânia,1,0.49,13.0,0.611,0.56,10.24,14.24
2020-05-24,Frutuoso Gomes,3,0.47,9.95,0.565,0.512,10.3,18.06
2020-05-24,Galinhos,1,0.57,29.51,0.578,0.429,5.93,21.02
2020-05-24,Goianinha,19,0.55,4.18,0.619,0.537,6.11,14.03
2020-05-24,Governador Dix Sept Rosado,6,0.49,22.37,0.564,0.485,8.19,22.19
2020-05-24,Grossos,6,0.49,11.59,0.633,0.585,7.58,8.2
2020-05-24,Guamaré,26,0.51,32.09,0.632,0.505,5.38,8.72
2020-05-24,Ielmo Marinho,10,0.51,42.52,0.521,0.418,7.37,26.37
2020-05-24,Ipanguaçu,22,0.48,8.4,0.568,0.518,6.5,15.18
2020-05-24,Ipueira,2,0.4,5.11,0.627,0.633,11.17,7.79
2020-05-24,Itajá,8,0.42,4.32,0.586,0.539,5.35,8.5
2020-05-24,Itaú,12,0.48,11.02,0.588,0.542,8.95,13.71
2020-05-24,Jaçanã,5,0.48,46.91,0.5589999999999999,0.509,10.98,21.18
2020-05-24,Jandaíra,1,0.53,34.99,0.561,0.462,7.93,22.77
2020-05-24,Janduís,1,0.47,13.82,0.5670000000000001,0.529,10.36,14.19
2020-05-24,Januário Cicco,2,0.53,31.19,0.511,0.48100000000000004,8.8,32.12
2020-05-24,Jardim De Angicos,1,0.53,56.25,0.557,0.43700000000000006,10.28,24.47
2020-05-24,Jardim Do Seridó,3,0.5,4.28,0.647,0.584,11.81,5.56
2020-05-24,João Câmara,6,0.56,22.19,0.6,0.484,7.77,15.56
2020-05-24,Jucurutu,3,0.46,7.47,0.583,0.49200000000000005,10.06,14.88
2020-05-24,Lagoa De Pedras,3,0.52,25.57,0.529,0.436,8.9,28.71
2020-05-24,Lagoa De Velhos,1,0.42,12.3,0.5660000000000001,0.45799999999999996,9.97,13.01
2020-05-24,Lagoa Nova,2,0.5,14.22,0.542,0.483,7.86,24.91
2020-05-24,Lagoa Salgada,2,0.54,17.35,0.551,0.46399999999999997,8.2,25.72
2020-05-24,Lajes,1,0.49,21.29,0.578,0.557,9.85,14.48
2020-05-24,Lajes Pintadas,5,0.45,32.8,0.5589999999999999,0.568,10.02,16.75
2020-05-24,Luís Gomes,1,0.55,16.39,0.545,0.531,9.2,26.91
2020-05-24,Macaíba,74,0.5,15.19,0.613,0.545,6.76,8.6
2020-05-24,Macau,25,0.5,6.11,0.65,0.5720000000000001,7.86,7.58
2020-05-24,Martins,2,0.49,21.06,0.58,0.5379999999999999,11.02,19.29
2020-05-24,Maxaranguape,3,0.52,7.09,0.5820000000000001,0.506,6.18,13.59
2020-05-24,Montanhas,7,0.53,12.67,0.5529999999999999,0.447,9.73,26.0
2020-05-24,Monte Alegre,14,0.52,9.08,0.578,0.507,8.03,15.17
2020-05-24,Mossoró,813,0.52,4.16,0.6940000000000001,0.6629999999999999,6.33,3.72
2020-05-24,Natal,1895,0.61,0.98,0.768,0.6940000000000001,7.02,2.92
2020-05-24,Nísia Floresta,18,0.53,8.47,0.601,0.518,6.21,14.57
2020-05-24,Nova Cruz,18,0.52,20.42,0.589,0.537,8.82,18.69
2020-05-24,Olho D Água Do Borges,1,0.48,27.06,0.5770000000000001,0.48200000000000004,11.97,16.7
2020-05-24,Ouro Branco,1,0.43,4.2,0.61,0.5579999999999999,11.79,6.7
2020-05-24,Paraná,2,0.49,6.03,0.532,0.496,10.22,26.74
2020-05-24,Paraú,3,0.46,25.31,0.5820000000000001,0.522,10.6,13.79
2020-05-24,Parazinho,2,0.52,36.06,0.5429999999999999,0.424,8.19,23.2
2020-05-24,Parelhas,4,0.45,4.15,0.625,0.617,9.65,5.72
2020-05-24,Parnamirim,399,0.55,0.73,0.75,0.726,4.67,2.68
2020-05-24,Passa E Fica,1,0.51,15.25,0.565,0.516,9.68,19.59
2020-05-24,Patu,2,0.52,25.02,0.599,0.513,9.57,14.62
2020-05-24,Pau Dos Ferros,19,0.54,1.65,0.6659999999999999,0.584,8.49,6.13
2020-05-24,Pedra Grande,4,0.48,45.08,0.526,0.43,6.59,24.72
2020-05-24,Pedro Avelino,2,0.52,25.25,0.5770000000000001,0.435,10.29,17.93
2020-05-24,Pedro Velho,3,0.51,14.72,0.562,0.442,9.08,19.74
2020-05-24,Pendências,19,0.55,3.17,0.633,0.526,8.22,10.67
2020-05-24,Pilões,2,0.47,4.27,0.5660000000000001,0.527,9.7,18.18
2020-05-24,Poço Branco,4,0.56,21.7,0.562,0.47100000000000003,7.38,24.91
2020-05-24,Portalegre,2,0.52,35.11,0.581,0.547,10.64,21.33
