,city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
135489,Nísia Floresta,2408201.0,2020-05-29,22,27602.0,False,False,33,119.55655,2020-05-29,0.0303,1,47,city,RN,0,0
135490,Olho-d'Água do Borges,2408409.0,2020-05-29,22,4258.0,False,False,2,46.97041,2020-05-29,0.0,0,8,city,RN,0,0
135491,Ouro Branco,2408508.0,2020-05-29,22,4812.0,False,False,3,62.34414,2020-05-29,0.0,0,35,city,RN,2,0
135492,Paraná,2408607.0,2020-05-29,22,4254.0,False,False,2,47.01457,2020-05-29,0.0,0,17,city,RN,0,0
135493,Parazinho,2408805.0,2020-05-29,22,5237.0,False,False,3,57.2847,2020-05-29,0.0,0,22,city,RN,1,0
135494,Paraú,2408706.0,2020-05-29,22,3768.0,False,False,4,106.15711,2020-05-29,0.0,0,25,city,RN,1,0
135495,Parelhas,2408904.0,2020-05-29,22,21477.0,False,False,8,37.24915,2020-05-29,0.0,0,30,city,RN,1,0
135496,Parnamirim,2403251.0,2020-05-29,22,261469.0,False,False,702,268.48307,2020-05-29,0.0157,11,71,city,RN,150,1
135497,Passa e Fica,2409100.0,2020-05-29,22,13277.0,False,False,2,15.06364,2020-05-29,0.0,0,63,city,RN,0,0
135498,Passagem,2409209.0,2020-05-29,22,3089.0,False,False,1,32.37294,2020-05-29,0.0,0,2,city,RN,0,0
135499,Patu,2409308.0,2020-05-29,22,12755.0,False,False,4,31.36025,2020-05-29,0.25,1,11,city,RN,0,0
135500,Pau dos Ferros,2409407.0,2020-05-29,22,30394.0,False,False,21,69.09258,2020-05-29,0.0476,1,47,city,RN,0,0
135501,Pedra Grande,2409506.0,2020-05-29,22,3237.0,False,False,11,339.82082,2020-05-29,0.0,0,27,city,RN,1,0
135502,Pedro Avelino,2409704.0,2020-05-29,22,6716.0,False,False,3,44.66945,2020-05-29,0.0,0,13,city,RN,0,0
135503,Pedro Velho,2409803.0,2020-05-29,22,14806.0,False,False,4,27.016070000000003,2020-05-29,0.0,0,25,city,RN,1,0
135504,Pendências,2409902.0,2020-05-29,22,15129.0,False,False,33,218.12412999999998,2020-05-29,0.0606,2,31,city,RN,1,0
135505,Pilões,2410009.0,2020-05-29,22,3838.0,False,False,5,130.27618999999999,2020-05-29,0.0,0,29,city,RN,0,0
135506,Portalegre,2410207.0,2020-05-29,22,7867.0,False,False,3,38.13398,2020-05-29,0.0,0,30,city,RN,0,0
135507,Porto do Mangue,2410256.0,2020-05-29,22,6437.0,False,False,16,248.563,2020-05-29,0.0625,1,27,city,RN,4,1
135508,Poço Branco,2410108.0,2020-05-29,22,15413.0,False,False,16,103.80847,2020-05-29,0.0,0,43,city,RN,4,0
135509,Pureza,2410405.0,2020-05-29,22,9621.0,False,False,3,31.181790000000003,2020-05-29,0.0,0,5,city,RN,1,0
135510,Riacho da Cruz,2410702.0,2020-05-29,22,3579.0,False,False,6,167.64459,2020-05-29,0.1667,1,29,city,RN,0,0
135511,Riachuelo,2410900.0,2020-05-29,22,8128.0,False,False,8,98.4252,2020-05-29,0.0,0,29,city,RN,1,0
135512,Rio do Fogo,2408953.0,2020-05-29,22,10848.0,False,False,13,119.83776,2020-05-29,0.0,0,12,city,RN,4,0
135513,Rodolfo Fernandes,2411007.0,2020-05-29,22,4467.0,False,False,2,44.77278,2020-05-29,0.0,0,18,city,RN,0,0
135514,Ruy Barbosa,2411106.0,2020-05-29,22,3600.0,False,False,6,166.66666999999998,2020-05-29,0.0,0,10,city,RN,1,0
135515,Santa Cruz,2411205.0,2020-05-29,22,39674.0,False,False,43,108.38332,2020-05-29,0.0,0,49,city,RN,4,0
135516,Santa Maria,2409332.0,2020-05-29,22,5551.0,False,False,8,144.11818,2020-05-29,0.0,0,33,city,RN,1,0
135517,Santana do Matos,2411403.0,2020-05-29,22,12791.0,False,False,10,78.17997,2020-05-29,0.0,0,22,city,RN,0,0
135518,Santana do Seridó,2411429.0,2020-05-29,22,2680.0,False,False,2,74.62687,2020-05-29,0.0,0,4,city,RN,0,0
135519,Santo Antônio,2411502.0,2020-05-29,22,24136.0,False,False,27,111.86608999999999,2020-05-29,0.0741,2,57,city,RN,5,0
135520,Senador Elói de Souza,2413102.0,2020-05-29,22,6086.0,False,False,2,32.86231,2020-05-29,0.0,0,24,city,RN,0,0
135521,Senador Georgino Avelino,2413201.0,2020-05-29,22,4440.0,False,False,4,90.09009,2020-05-29,0.25,1,22,city,RN,2,0
135522,Serra Caiada,2410306.0,2020-05-29,22,10395.0,False,False,12,115.44012,2020-05-29,0.1667,2,18,city,RN,6,0
135523,Serra Negra do Norte,2413409.0,2020-05-29,22,8078.0,False,False,6,74.27580999999999,2020-05-29,0.3333,2,38,city,RN,2,0
135524,Serra de São Bento,2413300.0,2020-05-29,22,5762.0,False,False,1,17.35509,2020-05-29,0.0,0,44,city,RN,0,0
135525,Serra do Mel,2413359.0,2020-05-29,22,11938.0,False,False,16,134.0258,2020-05-29,0.0,0,32,city,RN,0,0
135526,Serrinha,2413508.0,2020-05-29,22,6229.0,False,False,2,32.10788,2020-05-29,0.0,0,8,city,RN,1,0
135527,Severiano Melo,2413607.0,2020-05-29,22,2440.0,False,False,3,122.95082,2020-05-29,0.0,0,16,city,RN,1,0
135528,São Bento do Norte,2411601.0,2020-05-29,22,2747.0,False,False,1,36.40335,2020-05-29,0.0,0,10,city,RN,0,0
135529,São Bento do Trairí,2411700.0,2020-05-29,22,4449.0,False,False,3,67.43088,2020-05-29,0.0,0,10,city,RN,0,0
135530,São Fernando,2411809.0,2020-05-29,22,3584.0,False,False,2,55.80356999999999,2020-05-29,0.0,0,11,city,RN,0,0
135531,São Gonçalo do Amarante,2412005.0,2020-05-29,22,102400.0,False,False,276,269.53125,2020-05-29,0.0688,19,63,city,RN,67,3
135532,São José de Mipibu,2412203.0,2020-05-29,22,43899.0,False,False,79,179.95854,2020-05-29,0.0506,4,63,city,RN,14,0
135533,São José do Campestre,2412302.0,2020-05-29,22,12856.0,False,False,1,7.7784699999999996,2020-05-29,1.0,1,1,city,RN,1,1
135534,São João do Sabugi,2412104.0,2020-05-29,22,6193.0,False,False,1,16.14726,2020-05-29,0.0,0,8,city,RN,0,0
135535,São Miguel,2412500.0,2020-05-29,22,23519.0,False,False,18,76.53387,2020-05-29,0.0,0,43,city,RN,0,0
135536,São Miguel do Gostoso,2412559.0,2020-05-29,22,10282.0,False,False,2,19.45147,2020-05-29,0.0,0,46,city,RN,1,0
135537,São Paulo do Potengi,2412609.0,2020-05-29,22,17579.0,False,False,15,85.32909000000001,2020-05-29,0.0,0,32,city,RN,2,0
135538,São Pedro,2412708.0,2020-05-29,22,5971.0,False,False,14,234.46659,2020-05-29,0.0,0,55,city,RN,0,0
135539,São Rafael,2412807.0,2020-05-29,22,8202.0,False,False,16,195.07437,2020-05-29,0.0625,1,42,city,RN,1,0
135540,São Tomé,2412906.0,2020-05-29,22,11055.0,False,False,18,162.82225,2020-05-29,0.0556,1,28,city,RN,0,0
135541,São Vicente,2413003.0,2020-05-29,22,6424.0,False,False,1,15.566629999999998,2020-05-29,0.0,0,22,city,RN,0,0
135542,Taboleiro Grande,2413805.0,2020-05-29,22,2566.0,False,False,5,194.85581000000002,2020-05-29,0.2,1,29,city,RN,0,0
135543,Taipu,2413904.0,2020-05-29,22,12279.0,False,False,7,57.0079,2020-05-29,0.1429,1,55,city,RN,3,0
135544,Tangará,2414001.0,2020-05-29,22,15727.0,False,False,1,6.35849,2020-05-29,0.0,0,1,city,RN,1,0
135545,Tenente Ananias,2414100.0,2020-05-29,22,10786.0,False,False,13,120.52661,2020-05-29,0.1538,2,55,city,RN,0,0
135546,Tenente Laurentino Cruz,2414159.0,2020-05-29,22,5952.0,False,False,6,100.80645,2020-05-29,0.0,0,17,city,RN,0,0
135547,Tibau,2411056.0,2020-05-29,22,4106.0,False,False,22,535.80127,2020-05-29,0.0,0,63,city,RN,1,0
135548,Tibau do Sul,2414209.0,2020-05-29,22,14180.0,False,False,4,28.208740000000002,2020-05-29,0.0,0,16,city,RN,0,0
135549,Touros,2414407.0,2020-05-29,22,33287.0,False,False,63,189.26308,2020-05-29,0.0635,4,43,city,RN,14,0
135550,Umarizal,2414506.0,2020-05-29,22,10555.0,False,False,4,37.89673,2020-05-29,0.0,0,18,city,RN,0,0
135551,Upanema,2414605.0,2020-05-29,22,14659.0,False,False,4,27.286990000000003,2020-05-29,0.0,0,24,city,RN,1,0
135552,Venha-Ver,2414753.0,2020-05-29,22,4177.0,False,False,1,23.94063,2020-05-29,0.0,0,1,city,RN,1,0
135553,Vera Cruz,2414803.0,2020-05-29,22,12481.0,False,False,5,40.06089,2020-05-29,0.0,0,2,city,RN,2,0
135554,Viçosa,2414902.0,2020-05-29,22,1718.0,False,False,1,58.20721999999999,2020-05-29,0.0,0,9,city,RN,0,0
135555,Várzea,2414704.0,2020-05-29,22,5500.0,False,False,4,72.72726999999999,2020-05-29,0.0,0,14,city,RN,1,0
139658,Acari,2400109.0,2020-05-30,22,11136.0,False,True,3,26.939659999999996,2020-05-29,0.0,0,48,city,RN,0,0
139659,Afonso Bezerra,2400307.0,2020-05-30,22,11035.0,False,True,10,90.62075,2020-05-29,0.1,1,26,city,RN,0,0
139660,Alexandria,2400505.0,2020-05-30,22,13577.0,False,True,5,36.82699,2020-05-29,0.2,1,40,city,RN,0,0
139661,Almino Afonso,2400604.0,2020-05-30,22,4735.0,False,True,1,21.119320000000002,2020-05-29,0.0,0,19,city,RN,0,0
139662,Alto do Rodrigues,2400703.0,2020-05-30,22,14529.0,False,True,43,295.9598,2020-05-29,0.1395,6,43,city,RN,0,0
139663,Angicos,2400802.0,2020-05-30,22,11714.0,False,True,6,51.22076,2020-05-29,0.0,0,17,city,RN,0,0
139664,Antônio Martins,2400901.0,2020-05-30,22,7145.0,False,True,2,27.9916,2020-05-29,0.0,0,20,city,RN,0,0
139665,Apodi,2401008.0,2020-05-30,22,35845.0,False,True,248,691.86776,2020-05-29,0.0242,6,62,city,RN,0,0
139666,Areia Branca,2401107.0,2020-05-30,22,27774.0,False,True,225,810.11017,2020-05-29,0.0756,17,56,city,RN,0,0
139667,Arês,2401206.0,2020-05-30,22,14306.0,False,True,7,48.93052,2020-05-29,0.0,0,36,city,RN,0,0
139668,Açu,2400208.0,2020-05-30,22,58017.0,False,True,121,208.55956,2020-05-29,0.0413,5,64,city,RN,0,0
139669,Baraúna,2401453.0,2020-05-30,22,28374.0,False,True,74,260.80214,2020-05-29,0.0541,4,43,city,RN,0,0
139670,Barcelona,2401503.0,2020-05-30,22,3998.0,False,True,2,50.025009999999995,2020-05-29,0.0,0,45,city,RN,0,0
139671,Baía Formosa,2401404.0,2020-05-30,22,9271.0,False,True,4,43.14529,2020-05-29,0.0,0,58,city,RN,0,0
139672,Bento Fernandes,2401602.0,2020-05-30,22,5497.0,False,True,2,36.38348,2020-05-29,0.0,0,43,city,RN,0,0
139673,Bom Jesus,2401701.0,2020-05-30,22,10210.0,False,True,5,48.9716,2020-05-29,0.2,1,31,city,RN,0,0
139674,Brejinho,2401800.0,2020-05-30,22,12699.0,False,True,8,62.99709,2020-05-29,0.0,0,32,city,RN,0,0
139675,Caicó,2402006.0,2020-05-30,22,67952.0,False,True,35,51.50695,2020-05-29,0.0286,1,64,city,RN,0,0
139676,Caiçara do Norte,2401859.0,2020-05-30,22,6549.0,False,True,5,76.34753,2020-05-29,0.0,0,19,city,RN,0,0
139677,Caiçara do Rio do Vento,2401909.0,2020-05-30,22,3684.0,False,True,8,217.15527000000003,2020-05-29,0.125,1,13,city,RN,0,0
139678,Campo Redondo,2402105.0,2020-05-30,22,11217.0,False,True,6,53.49024,2020-05-29,0.0,0,39,city,RN,0,0
139679,Canguaretama,2402204.0,2020-05-30,22,34276.0,False,True,54,157.54464,2020-05-29,0.1296,7,49,city,RN,0,0
139680,Caraúbas,2402303.0,2020-05-30,22,20493.0,False,True,33,161.0306,2020-05-29,0.0,0,58,city,RN,0,0
139681,Carnaubais,2402501.0,2020-05-30,22,10759.0,False,True,14,130.12362,2020-05-29,0.0,0,62,city,RN,0,0
139682,Carnaúba dos Dantas,2402402.0,2020-05-30,22,8180.0,False,True,2,24.44988,2020-05-29,0.5,1,39,city,RN,0,0
139683,Ceará-Mirim,2402600.0,2020-05-30,22,73497.0,False,True,94,127.89638000000001,2020-05-29,0.0745,7,60,city,RN,0,0
139684,Cerro Corá,2402709.0,2020-05-30,22,11179.0,False,True,1,8.94534,2020-05-29,1.0,1,49,city,RN,0,0
139685,Coronel João Pessoa,2402907.0,2020-05-30,22,4912.0,False,True,2,40.716609999999996,2020-05-29,0.5,1,47,city,RN,0,0
139686,Cruzeta,2403004.0,2020-05-30,22,7998.0,False,True,10,125.03126,2020-05-29,0.0,0,11,city,RN,0,0
139687,Currais Novos,2403103.0,2020-05-30,22,44786.0,False,True,23,51.35533,2020-05-29,0.0435,1,48,city,RN,0,0
139688,Doutor Severiano,2403202.0,2020-05-30,22,7076.0,False,True,6,84.79366999999999,2020-05-29,0.0,0,11,city,RN,0,0
139689,Encanto,2403301.0,2020-05-30,22,5638.0,False,True,14,248.31501,2020-05-29,0.1429,2,50,city,RN,0,0
139690,Espírito Santo,2403509.0,2020-05-30,22,10505.0,False,True,3,28.55783,2020-05-29,0.0,0,13,city,RN,0,0
139691,Extremoz,2403608.0,2020-05-30,22,28583.0,False,True,115,402.33705,2020-05-29,0.0174,2,58,city,RN,0,0
139692,Felipe Guerra,2403707.0,2020-05-30,22,5985.0,False,True,34,568.08688,2020-05-29,0.0,0,27,city,RN,0,0
139693,Fernando Pedroza,2403756.0,2020-05-30,22,3054.0,False,True,3,98.23183,2020-05-29,0.0,0,39,city,RN,0,0
139694,Florânia,2403806.0,2020-05-30,22,9116.0,False,True,3,32.90917,2020-05-29,0.0,0,13,city,RN,0,0
139695,Frutuoso Gomes,2404002.0,2020-05-30,22,4068.0,False,True,4,98.32842,2020-05-29,0.0,0,13,city,RN,0,0
139696,Galinhos,2404101.0,2020-05-30,22,2786.0,False,True,2,71.78751,2020-05-29,0.0,0,14,city,RN,0,0
139697,Goianinha,2404200.0,2020-05-30,22,26328.0,False,True,36,136.73655,2020-05-29,0.0,0,26,city,RN,0,0
139698,Governador Dix-Sept Rosado,2404309.0,2020-05-30,22,13037.0,False,True,7,53.69333,2020-05-29,0.0,0,19,city,RN,0,0
139699,Grossos,2404408.0,2020-05-30,22,10383.0,False,True,12,115.57353,2020-05-29,0.0833,1,27,city,RN,0,0
139700,Guamaré,2404507.0,2020-05-30,22,15659.0,False,True,46,293.76077999999995,2020-05-29,0.0217,1,36,city,RN,0,0
139701,Ielmo Marinho,2404606.0,2020-05-30,22,13766.0,False,True,12,87.17129,2020-05-29,0.0833,1,42,city,RN,0,0
139703,Ipanguaçu,2404705.0,2020-05-30,22,15491.0,False,True,26,167.83938999999998,2020-05-29,0.1923,5,45,city,RN,0,0
139704,Ipueira,2404804.0,2020-05-30,22,2241.0,False,True,2,89.24587,2020-05-29,0.0,0,12,city,RN,0,0
139705,Itajá,2404853.0,2020-05-30,22,7548.0,False,True,14,185.4796,2020-05-29,0.0714,1,34,city,RN,0,0
139706,Itaú,2404903.0,2020-05-30,22,5878.0,False,True,13,221.16366000000002,2020-05-29,0.0,0,20,city,RN,0,0
139707,Jandaíra,2405108.0,2020-05-30,22,6878.0,False,True,1,14.53911,2020-05-29,0.0,0,7,city,RN,0,0
139708,Janduís,2405207.0,2020-05-30,22,5268.0,False,True,1,18.98254,2020-05-29,0.0,0,13,city,RN,0,0
139709,Januário Cicco,2405306.0,2020-05-30,22,10181.0,False,True,2,19.64444,2020-05-29,0.0,0,49,city,RN,0,0
139710,Japi,2405405.0,2020-05-30,22,5055.0,False,True,2,39.56479,2020-05-29,0.0,0,3,city,RN,0,0
139711,Jardim de Angicos,2405504.0,2020-05-30,22,2612.0,False,True,1,38.28484,2020-05-29,0.0,0,13,city,RN,0,0
139712,Jardim do Seridó,2405702.0,2020-05-30,22,12396.0,False,True,9,72.60407,2020-05-29,0.0,0,19,city,RN,0,0
139713,Jaçanã,2405009.0,2020-05-30,22,9133.0,False,True,6,65.69583,2020-05-29,0.0,0,44,city,RN,0,0
139714,João Câmara,2405801.0,2020-05-30,22,34955.0,False,True,16,45.773140000000005,2020-05-29,0.125,2,38,city,RN,0,0
139715,Jucurutu,2406106.0,2020-05-30,22,18295.0,False,True,12,65.59169,2020-05-29,0.0,0,20,city,RN,0,0
139716,Jundiá,2406155.0,2020-05-30,22,3898.0,False,True,1,25.65418,2020-05-29,0.0,0,2,city,RN,0,0
139717,Lagoa Nova,2406502.0,2020-05-30,22,15614.0,False,True,3,19.21353,2020-05-29,0.0,0,19,city,RN,0,0
139718,Lagoa Salgada,2406601.0,2020-05-30,22,8245.0,False,True,3,36.385690000000004,2020-05-29,0.0,0,33,city,RN,0,0
139719,Lagoa d'Anta,2406205.0,2020-05-30,22,6769.0,False,True,1,14.773229999999998,2020-05-29,0.0,0,13,city,RN,0,0
139720,Lagoa de Pedras,2406304.0,2020-05-30,22,7544.0,False,True,3,39.7667,2020-05-29,0.3333,1,49,city,RN,0,0
139721,Lagoa de Velhos,2406403.0,2020-05-30,22,2732.0,False,True,1,36.60322,2020-05-29,0.0,0,9,city,RN,0,0
139722,Lajes,2406700.0,2020-05-30,22,11277.0,False,True,6,53.20564,2020-05-29,0.0,0,26,city,RN,0,0
139723,Lajes Pintadas,2406809.0,2020-05-30,22,4759.0,False,True,7,147.08972,2020-05-29,0.0,0,42,city,RN,0,0
139724,Lucrécia,2406908.0,2020-05-30,22,3996.0,False,True,5,125.12513,2020-05-29,0.0,0,6,city,RN,0,0
139725,Luís Gomes,2407005.0,2020-05-30,22,10116.0,False,True,3,29.655990000000003,2020-05-29,0.0,0,62,city,RN,0,0
139726,Macau,2407203.0,2020-05-30,22,31814.0,False,True,48,150.87697,2020-05-29,0.0,0,23,city,RN,0,0
139727,Macaíba,2407104.0,2020-05-30,22,80792.0,False,True,143,176.99772,2020-05-29,0.035,5,64,city,RN,0,0
139728,Martins,2407401.0,2020-05-30,22,8725.0,False,True,2,22.922639999999998,2020-05-29,0.0,0,18,city,RN,0,0
139729,Maxaranguape,2407500.0,2020-05-30,22,12371.0,False,True,7,56.58395,2020-05-29,0.1429,1,29,city,RN,0,0
139730,Messias Targino,2407609.0,2020-05-30,22,4601.0,False,True,2,43.46881,2020-05-29,0.0,0,6,city,RN,0,0
139731,Montanhas,2407708.0,2020-05-30,22,11251.0,False,True,10,88.88099,2020-05-29,0.1,1,37,city,RN,0,0
139732,Monte Alegre,2407807.0,2020-05-30,22,22451.0,False,True,26,115.80776000000002,2020-05-29,0.0385,1,64,city,RN,0,0
139733,Mossoró,2408003.0,2020-05-30,22,297378.0,False,True,1065,358.13006,2020-05-29,0.0535,57,71,city,RN,0,0
139734,Natal,2408102.0,2020-05-30,22,884122.0,False,True,2908,328.91388,2020-05-29,0.0344,100,80,city,RN,0,0
139735,Nova Cruz,2408300.0,2020-05-30,22,37343.0,False,True,39,104.43724,2020-05-29,0.0256,1,33,city,RN,0,0
139736,Nísia Floresta,2408201.0,2020-05-30,22,27602.0,False,True,33,119.55655,2020-05-29,0.0303,1,48,city,RN,0,0
139737,Olho-d'Água do Borges,2408409.0,2020-05-30,22,4258.0,False,True,2,46.97041,2020-05-29,0.0,0,9,city,RN,0,0
139738,Ouro Branco,2408508.0,2020-05-30,22,4812.0,False,True,3,62.34414,2020-05-29,0.0,0,36,city,RN,0,0
139739,Paraná,2408607.0,2020-05-30,22,4254.0,False,True,2,47.01457,2020-05-29,0.0,0,18,city,RN,0,0
139740,Parazinho,2408805.0,2020-05-30,22,5237.0,False,True,3,57.2847,2020-05-29,0.0,0,23,city,RN,0,0
139741,Paraú,2408706.0,2020-05-30,22,3768.0,False,True,4,106.15711,2020-05-29,0.0,0,26,city,RN,0,0
139742,Parelhas,2408904.0,2020-05-30,22,21477.0,False,True,8,37.24915,2020-05-29,0.0,0,31,city,RN,0,0
139743,Parnamirim,2403251.0,2020-05-30,22,261469.0,False,True,702,268.48307,2020-05-29,0.0157,11,72,city,RN,0,0
139744,Passa e Fica,2409100.0,2020-05-30,22,13277.0,False,True,2,15.06364,2020-05-29,0.0,0,64,city,RN,0,0
139745,Passagem,2409209.0,2020-05-30,22,3089.0,False,True,1,32.37294,2020-05-29,0.0,0,3,city,RN,0,0
139746,Patu,2409308.0,2020-05-30,22,12755.0,False,True,4,31.36025,2020-05-29,0.25,1,12,city,RN,0,0
139747,Pau dos Ferros,2409407.0,2020-05-30,22,30394.0,False,True,21,69.09258,2020-05-29,0.0476,1,48,city,RN,0,0
139748,Pedra Grande,2409506.0,2020-05-30,22,3237.0,False,True,11,339.82082,2020-05-29,0.0,0,28,city,RN,0,0
139749,Pedro Avelino,2409704.0,2020-05-30,22,6716.0,False,True,3,44.66945,2020-05-29,0.0,0,14,city,RN,0,0
139750,Pedro Velho,2409803.0,2020-05-30,22,14806.0,False,True,4,27.016070000000003,2020-05-29,0.0,0,26,city,RN,0,0
139751,Pendências,2409902.0,2020-05-30,22,15129.0,False,True,33,218.12412999999998,2020-05-29,0.0606,2,32,city,RN,0,0
139752,Pilões,2410009.0,2020-05-30,22,3838.0,False,True,5,130.27618999999999,2020-05-29,0.0,0,30,city,RN,0,0
139753,Portalegre,2410207.0,2020-05-30,22,7867.0,False,True,3,38.13398,2020-05-29,0.0,0,31,city,RN,0,0
139754,Porto do Mangue,2410256.0,2020-05-30,22,6437.0,False,True,16,248.563,2020-05-29,0.0625,1,28,city,RN,0,0
139755,Poço Branco,2410108.0,2020-05-30,22,15413.0,False,True,16,103.80847,2020-05-29,0.0,0,44,city,RN,0,0
139756,Pureza,2410405.0,2020-05-30,22,9621.0,False,True,3,31.181790000000003,2020-05-29,0.0,0,6,city,RN,0,0
139757,Riacho da Cruz,2410702.0,2020-05-30,22,3579.0,False,True,6,167.64459,2020-05-29,0.1667,1,30,city,RN,0,0
139758,Riachuelo,2410900.0,2020-05-30,22,8128.0,False,True,8,98.4252,2020-05-29,0.0,0,30,city,RN,0,0
139759,Rio do Fogo,2408953.0,2020-05-30,22,10848.0,False,True,13,119.83776,2020-05-29,0.0,0,13,city,RN,0,0
139760,Rodolfo Fernandes,2411007.0,2020-05-30,22,4467.0,False,True,2,44.77278,2020-05-29,0.0,0,19,city,RN,0,0
139761,Ruy Barbosa,2411106.0,2020-05-30,22,3600.0,False,True,6,166.66666999999998,2020-05-29,0.0,0,11,city,RN,0,0
139762,Santa Cruz,2411205.0,2020-05-30,22,39674.0,False,True,43,108.38332,2020-05-29,0.0,0,50,city,RN,0,0
139763,Santa Maria,2409332.0,2020-05-30,22,5551.0,False,True,8,144.11818,2020-05-29,0.0,0,34,city,RN,0,0
139764,Santana do Matos,2411403.0,2020-05-30,22,12791.0,False,True,10,78.17997,2020-05-29,0.0,0,23,city,RN,0,0
139765,Santana do Seridó,2411429.0,2020-05-30,22,2680.0,False,True,2,74.62687,2020-05-29,0.0,0,5,city,RN,0,0
139766,Santo Antônio,2411502.0,2020-05-30,22,24136.0,False,True,27,111.86608999999999,2020-05-29,0.0741,2,58,city,RN,0,0
139767,Senador Elói de Souza,2413102.0,2020-05-30,22,6086.0,False,True,2,32.86231,2020-05-29,0.0,0,25,city,RN,0,0
139768,Senador Georgino Avelino,2413201.0,2020-05-30,22,4440.0,False,True,4,90.09009,2020-05-29,0.25,1,23,city,RN,0,0
139769,Serra Caiada,2410306.0,2020-05-30,22,10395.0,False,True,12,115.44012,2020-05-29,0.1667,2,19,city,RN,0,0
139770,Serra Negra do Norte,2413409.0,2020-05-30,22,8078.0,False,True,6,74.27580999999999,2020-05-29,0.3333,2,39,city,RN,0,0
139771,Serra de São Bento,2413300.0,2020-05-30,22,5762.0,False,True,1,17.35509,2020-05-29,0.0,0,45,city,RN,0,0
139772,Serra do Mel,2413359.0,2020-05-30,22,11938.0,False,True,16,134.0258,2020-05-29,0.0,0,33,city,RN,0,0
139773,Serrinha,2413508.0,2020-05-30,22,6229.0,False,True,2,32.10788,2020-05-29,0.0,0,9,city,RN,0,0
139774,Severiano Melo,2413607.0,2020-05-30,22,2440.0,False,True,3,122.95082,2020-05-29,0.0,0,17,city,RN,0,0
139775,São Bento do Norte,2411601.0,2020-05-30,22,2747.0,False,True,1,36.40335,2020-05-29,0.0,0,11,city,RN,0,0
139776,São Bento do Trairí,2411700.0,2020-05-30,22,4449.0,False,True,3,67.43088,2020-05-29,0.0,0,11,city,RN,0,0
139777,São Fernando,2411809.0,2020-05-30,22,3584.0,False,True,2,55.80356999999999,2020-05-29,0.0,0,12,city,RN,0,0
139778,São Gonçalo do Amarante,2412005.0,2020-05-30,22,102400.0,False,True,276,269.53125,2020-05-29,0.0688,19,64,city,RN,0,0
139779,São José de Mipibu,2412203.0,2020-05-30,22,43899.0,False,True,79,179.95854,2020-05-29,0.0506,4,64,city,RN,0,0
139780,São José do Campestre,2412302.0,2020-05-30,22,12856.0,False,True,1,7.7784699999999996,2020-05-29,1.0,1,2,city,RN,0,0
139781,São João do Sabugi,2412104.0,2020-05-30,22,6193.0,False,True,1,16.14726,2020-05-29,0.0,0,9,city,RN,0,0
139782,São Miguel,2412500.0,2020-05-30,22,23519.0,False,True,18,76.53387,2020-05-29,0.0,0,44,city,RN,0,0
139783,São Miguel do Gostoso,2412559.0,2020-05-30,22,10282.0,False,True,2,19.45147,2020-05-29,0.0,0,47,city,RN,0,0
139784,São Paulo do Potengi,2412609.0,2020-05-30,22,17579.0,False,True,15,85.32909000000001,2020-05-29,0.0,0,33,city,RN,0,0
139785,São Pedro,2412708.0,2020-05-30,22,5971.0,False,True,14,234.46659,2020-05-29,0.0,0,56,city,RN,0,0
139786,São Rafael,2412807.0,2020-05-30,22,8202.0,False,True,16,195.07437,2020-05-29,0.0625,1,43,city,RN,0,0
139787,São Tomé,2412906.0,2020-05-30,22,11055.0,False,True,18,162.82225,2020-05-29,0.0556,1,29,city,RN,0,0
139788,São Vicente,2413003.0,2020-05-30,22,6424.0,False,True,1,15.566629999999998,2020-05-29,0.0,0,23,city,RN,0,0
139789,Taboleiro Grande,2413805.0,2020-05-30,22,2566.0,False,True,5,194.85581000000002,2020-05-29,0.2,1,30,city,RN,0,0
139790,Taipu,2413904.0,2020-05-30,22,12279.0,False,True,7,57.0079,2020-05-29,0.1429,1,56,city,RN,0,0
139791,Tangará,2414001.0,2020-05-30,22,15727.0,False,True,1,6.35849,2020-05-29,0.0,0,2,city,RN,0,0
139792,Tenente Ananias,2414100.0,2020-05-30,22,10786.0,False,True,13,120.52661,2020-05-29,0.1538,2,56,city,RN,0,0
139793,Tenente Laurentino Cruz,2414159.0,2020-05-30,22,5952.0,False,True,6,100.80645,2020-05-29,0.0,0,18,city,RN,0,0
139794,Tibau,2411056.0,2020-05-30,22,4106.0,False,True,22,535.80127,2020-05-29,0.0,0,64,city,RN,0,0
139795,Tibau do Sul,2414209.0,2020-05-30,22,14180.0,False,True,4,28.208740000000002,2020-05-29,0.0,0,17,city,RN,0,0
139796,Touros,2414407.0,2020-05-30,22,33287.0,False,True,63,189.26308,2020-05-29,0.0635,4,44,city,RN,0,0
139797,Umarizal,2414506.0,2020-05-30,22,10555.0,False,True,4,37.89673,2020-05-29,0.0,0,19,city,RN,0,0
139798,Upanema,2414605.0,2020-05-30,22,14659.0,False,True,4,27.286990000000003,2020-05-29,0.0,0,25,city,RN,0,0
139799,Venha-Ver,2414753.0,2020-05-30,22,4177.0,False,True,1,23.94063,2020-05-29,0.0,0,2,city,RN,0,0
