,city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
92859,Lagoa Nova,2406502.0,2020-05-18,21,15614.0,False,False,1,6.40451,2020-05-18,0.0,0,7,city,RN,0,0
92860,Lagoa Salgada,2406601.0,2020-05-18,21,8245.0,False,False,2,24.25713,2020-05-18,0.0,0,21,city,RN,0,0
92861,Lagoa d'Anta,2406205.0,2020-05-18,21,6769.0,False,False,1,14.773229999999998,2020-05-18,0.0,0,1,city,RN,1,0
92862,Lagoa de Pedras,2406304.0,2020-05-18,21,7544.0,False,False,2,26.511129999999998,2020-05-18,0.5,1,37,city,RN,0,0
92863,Lajes,2406700.0,2020-05-18,21,11277.0,False,False,1,8.86761,2020-05-18,0.0,0,14,city,RN,0,0
92864,Lajes Pintadas,2406809.0,2020-05-18,21,4759.0,False,False,5,105.06409,2020-05-18,0.0,0,30,city,RN,0,0
92865,Luís Gomes,2407005.0,2020-05-18,21,10116.0,False,False,1,9.88533,2020-05-18,0.0,0,50,city,RN,0,0
92866,Macau,2407203.0,2020-05-18,21,31814.0,False,False,17,53.435590000000005,2020-05-18,0.0,0,11,city,RN,1,0
92867,Macaíba,2407104.0,2020-05-18,21,80792.0,False,False,53,65.60055,2020-05-18,0.0755,4,52,city,RN,12,1
92868,Martins,2407401.0,2020-05-18,21,8725.0,False,False,2,22.922639999999998,2020-05-18,0.0,0,6,city,RN,0,0
92869,Maxaranguape,2407500.0,2020-05-18,21,12371.0,False,False,3,24.25026,2020-05-18,0.3333,1,17,city,RN,2,1
92870,Montanhas,2407708.0,2020-05-18,21,11251.0,False,False,3,26.6643,2020-05-18,0.3333,1,25,city,RN,1,0
92871,Monte Alegre,2407807.0,2020-05-18,21,22451.0,False,False,11,48.99559,2020-05-18,0.0,0,52,city,RN,3,0
92872,Mossoró,2408003.0,2020-05-18,21,297378.0,False,False,626,210.50648999999999,2020-05-18,0.0479,30,59,city,RN,88,3
92873,Natal,2408102.0,2020-05-18,21,884122.0,False,False,1451,164.11762,2020-05-18,0.0296,43,68,city,RN,91,7
92874,Nova Cruz,2408300.0,2020-05-18,21,37343.0,False,False,9,24.1009,2020-05-18,0.0,0,21,city,RN,3,0
92875,Nísia Floresta,2408201.0,2020-05-18,21,27602.0,False,False,10,36.22926,2020-05-18,0.1,1,36,city,RN,0,0
92876,Ouro Branco,2408508.0,2020-05-18,21,4812.0,False,False,1,20.78138,2020-05-18,0.0,0,24,city,RN,0,0
92877,Paraná,2408607.0,2020-05-18,21,4254.0,False,False,1,23.50729,2020-05-18,0.0,0,6,city,RN,0,0
92878,Parazinho,2408805.0,2020-05-18,21,5237.0,False,False,1,19.0949,2020-05-18,0.0,0,11,city,RN,0,0
92879,Paraú,2408706.0,2020-05-18,21,3768.0,False,False,2,53.078559999999996,2020-05-18,0.0,0,14,city,RN,0,0
92880,Parelhas,2408904.0,2020-05-18,21,21477.0,False,False,3,13.96843,2020-05-18,0.0,0,19,city,RN,0,0
92881,Parnamirim,2403251.0,2020-05-18,21,261469.0,False,False,269,102.88025999999999,2020-05-18,0.0297,8,60,city,RN,23,1
92882,Passa e Fica,2409100.0,2020-05-18,21,13277.0,False,False,1,7.53182,2020-05-18,0.0,0,52,city,RN,0,0
92883,Pau dos Ferros,2409407.0,2020-05-18,21,30394.0,False,False,19,62.51234,2020-05-18,0.0526,1,36,city,RN,4,0
92884,Pedra Grande,2409506.0,2020-05-18,21,3237.0,False,False,2,61.7856,2020-05-18,0.0,0,16,city,RN,0,0
92885,Pedro Avelino,2409704.0,2020-05-18,21,6716.0,False,False,1,14.88982,2020-05-18,0.0,0,2,city,RN,0,0
92886,Pedro Velho,2409803.0,2020-05-18,21,14806.0,False,False,2,13.50804,2020-05-18,0.0,0,14,city,RN,0,0
92887,Pendências,2409902.0,2020-05-18,21,15129.0,False,False,9,59.4884,2020-05-18,0.1111,1,20,city,RN,0,0
92888,Pilões,2410009.0,2020-05-18,21,3838.0,False,False,2,52.11047,2020-05-18,0.0,0,18,city,RN,0,0
92889,Portalegre,2410207.0,2020-05-18,21,7867.0,False,False,2,25.42265,2020-05-18,0.0,0,19,city,RN,0,0
92890,Porto do Mangue,2410256.0,2020-05-18,21,6437.0,False,False,2,31.07037,2020-05-18,0.0,0,16,city,RN,0,0
92891,Poço Branco,2410108.0,2020-05-18,21,15413.0,False,False,2,12.97606,2020-05-18,0.0,0,32,city,RN,0,0
92892,Riacho da Cruz,2410702.0,2020-05-18,21,3579.0,False,False,2,55.881530000000005,2020-05-18,0.5,1,18,city,RN,1,1
92893,Riachuelo,2410900.0,2020-05-18,21,8128.0,False,False,2,24.6063,2020-05-18,0.0,0,18,city,RN,0,0
92894,Rio do Fogo,2408953.0,2020-05-18,21,10848.0,False,False,3,27.654870000000003,2020-05-18,0.0,0,1,city,RN,3,0
92895,Rodolfo Fernandes,2411007.0,2020-05-18,21,4467.0,False,False,1,22.38639,2020-05-18,0.0,0,7,city,RN,0,0
92896,Santa Cruz,2411205.0,2020-05-18,21,39674.0,False,False,21,52.93139,2020-05-18,0.0,0,38,city,RN,2,0
92897,Santa Maria,2409332.0,2020-05-18,21,5551.0,False,False,2,36.029540000000004,2020-05-18,0.0,0,22,city,RN,-2,0
92898,Santana do Matos,2411403.0,2020-05-18,21,12791.0,False,False,3,23.45399,2020-05-18,0.0,0,11,city,RN,1,0
92899,Santo Antônio,2411502.0,2020-05-18,21,24136.0,False,False,16,66.29101999999999,2020-05-18,0.0625,1,46,city,RN,3,1
92900,Senador Elói de Souza,2413102.0,2020-05-18,21,6086.0,False,False,1,16.43115,2020-05-18,0.0,0,13,city,RN,0,0
92901,Senador Georgino Avelino,2413201.0,2020-05-18,21,4440.0,False,False,3,67.56756999999999,2020-05-18,0.3333,1,11,city,RN,1,0
92902,Serra Caiada,2410306.0,2020-05-18,21,10395.0,False,False,2,19.24002,2020-05-18,0.0,0,7,city,RN,0,0
92903,Serra Negra do Norte,2413409.0,2020-05-18,21,8078.0,False,False,3,37.13791,2020-05-18,0.6667,2,27,city,RN,1,0
92904,Serra de São Bento,2413300.0,2020-05-18,21,5762.0,False,False,1,17.35509,2020-05-18,0.0,0,33,city,RN,0,0
92905,Serra do Mel,2413359.0,2020-05-18,21,11938.0,False,False,1,8.376610000000001,2020-05-18,0.0,0,21,city,RN,0,0
92906,Severiano Melo,2413607.0,2020-05-18,21,2440.0,False,False,1,40.98361,2020-05-18,0.0,0,5,city,RN,0,0
92907,São Gonçalo do Amarante,2412005.0,2020-05-18,21,102400.0,False,False,98,95.70312,2020-05-18,0.0612,6,52,city,RN,6,0
92908,São José de Mipibu,2412203.0,2020-05-18,21,43899.0,False,False,35,79.72847,2020-05-18,0.0571,2,52,city,RN,2,0
92909,São Miguel,2412500.0,2020-05-18,21,23519.0,False,False,17,72.28198,2020-05-18,0.0,0,32,city,RN,1,0
92910,São Miguel do Gostoso,2412559.0,2020-05-18,21,10282.0,False,False,1,9.72573,2020-05-18,0.0,0,35,city,RN,0,0
92911,São Paulo do Potengi,2412609.0,2020-05-18,21,17579.0,False,False,3,17.065820000000002,2020-05-18,0.0,0,21,city,RN,0,0
92912,São Pedro,2412708.0,2020-05-18,21,5971.0,False,False,1,16.74761,2020-05-18,0.0,0,44,city,RN,0,0
92913,São Rafael,2412807.0,2020-05-18,21,8202.0,False,False,8,97.53719,2020-05-18,0.125,1,31,city,RN,1,0
92914,São Tomé,2412906.0,2020-05-18,21,11055.0,False,False,7,63.319759999999995,2020-05-18,0.1429,1,17,city,RN,1,0
92915,São Vicente,2413003.0,2020-05-18,21,6424.0,False,False,1,15.566629999999998,2020-05-18,0.0,0,11,city,RN,0,0
92916,Taboleiro Grande,2413805.0,2020-05-18,21,2566.0,False,False,5,194.85581000000002,2020-05-18,0.2,1,18,city,RN,0,0
92917,Taipu,2413904.0,2020-05-18,21,12279.0,False,False,1,8.143989999999999,2020-05-18,1.0,1,44,city,RN,0,0
92918,Tenente Ananias,2414100.0,2020-05-18,21,10786.0,False,False,9,83.4415,2020-05-18,0.2222,2,44,city,RN,0,0
92919,Tenente Laurentino Cruz,2414159.0,2020-05-18,21,5952.0,False,False,1,16.80108,2020-05-18,0.0,0,6,city,RN,0,0
92920,Tibau,2411056.0,2020-05-18,21,4106.0,False,False,10,243.54602999999997,2020-05-18,0.0,0,52,city,RN,1,0
92921,Tibau do Sul,2414209.0,2020-05-18,21,14180.0,False,False,2,14.104370000000001,2020-05-18,0.0,0,5,city,RN,0,0
92922,Touros,2414407.0,2020-05-18,21,33287.0,False,False,13,39.05429,2020-05-18,0.1538,2,32,city,RN,4,0
92923,Umarizal,2414506.0,2020-05-18,21,10555.0,False,False,2,18.94837,2020-05-18,0.0,0,7,city,RN,0,0
92924,Upanema,2414605.0,2020-05-18,21,14659.0,False,False,2,13.6435,2020-05-18,0.0,0,13,city,RN,0,0
96317,Acari,2400109.0,2020-05-19,21,11136.0,False,False,1,8.97989,2020-05-19,0.0,0,37,city,RN,0,0
96318,Afonso Bezerra,2400307.0,2020-05-19,21,11035.0,False,False,5,45.31038,2020-05-19,0.2,1,15,city,RN,0,0
96319,Alexandria,2400505.0,2020-05-19,21,13577.0,False,False,5,36.82699,2020-05-19,0.2,1,29,city,RN,0,0
96320,Almino Afonso,2400604.0,2020-05-19,21,4735.0,False,False,1,21.119320000000002,2020-05-19,0.0,0,8,city,RN,0,0
96321,Alto do Rodrigues,2400703.0,2020-05-19,21,14529.0,False,False,20,137.65572,2020-05-19,0.1,2,32,city,RN,4,0
96322,Angicos,2400802.0,2020-05-19,21,11714.0,False,False,2,17.07359,2020-05-19,0.0,0,6,city,RN,0,0
96323,Antônio Martins,2400901.0,2020-05-19,21,7145.0,False,False,1,13.9958,2020-05-19,0.0,0,9,city,RN,0,0
96324,Apodi,2401008.0,2020-05-19,21,35845.0,False,False,131,365.46241000000003,2020-05-19,0.0153,2,51,city,RN,12,0
96325,Areia Branca,2401107.0,2020-05-19,21,27774.0,False,False,99,356.44847999999996,2020-05-19,0.0909,9,45,city,RN,14,0
96326,Arês,2401206.0,2020-05-19,21,14306.0,False,False,3,20.97022,2020-05-19,0.0,0,25,city,RN,0,0
96327,Açu,2400208.0,2020-05-19,21,58017.0,False,False,84,144.78515,2020-05-19,0.0476,4,53,city,RN,4,0
96328,Baraúna,2401453.0,2020-05-19,21,28374.0,False,False,58,204.41249,2020-05-19,0.0345,2,32,city,RN,11,0
96329,Barcelona,2401503.0,2020-05-19,21,3998.0,False,False,1,25.01251,2020-05-19,0.0,0,34,city,RN,0,0
96330,Baía Formosa,2401404.0,2020-05-19,21,9271.0,False,False,3,32.35897,2020-05-19,0.0,0,47,city,RN,0,0
96331,Bento Fernandes,2401602.0,2020-05-19,21,5497.0,False,False,2,36.38348,2020-05-19,0.0,0,32,city,RN,0,0
96332,Bom Jesus,2401701.0,2020-05-19,21,10210.0,False,False,3,29.382959999999997,2020-05-19,0.3333,1,20,city,RN,0,0
96333,Brejinho,2401800.0,2020-05-19,21,12699.0,False,False,2,15.749270000000001,2020-05-19,0.0,0,21,city,RN,0,0
96334,Caicó,2402006.0,2020-05-19,21,67952.0,False,False,15,22.07441,2020-05-19,0.0,0,53,city,RN,1,0
96335,Caiçara do Norte,2401859.0,2020-05-19,21,6549.0,False,False,3,45.80852,2020-05-19,0.0,0,8,city,RN,1,0
96336,Caiçara do Rio do Vento,2401909.0,2020-05-19,21,3684.0,False,False,1,27.144409999999997,2020-05-19,0.0,0,2,city,RN,0,0
96337,Campo Redondo,2402105.0,2020-05-19,21,11217.0,False,False,3,26.74512,2020-05-19,0.0,0,28,city,RN,0,0
96338,Canguaretama,2402204.0,2020-05-19,21,34276.0,False,False,42,122.53472,2020-05-19,0.1667,7,38,city,RN,3,0
96339,Caraúbas,2402303.0,2020-05-19,21,20493.0,False,False,7,34.15801,2020-05-19,0.0,0,47,city,RN,2,0
96340,Carnaubais,2402501.0,2020-05-19,21,10759.0,False,False,1,9.29454,2020-05-19,0.0,0,51,city,RN,-1,0
96341,Carnaúba dos Dantas,2402402.0,2020-05-19,21,8180.0,False,False,1,12.22494,2020-05-19,1.0,1,28,city,RN,0,0
96342,Ceará-Mirim,2402600.0,2020-05-19,21,73497.0,False,False,38,51.70279,2020-05-19,0.1316,5,49,city,RN,7,0
96343,Cerro Corá,2402709.0,2020-05-19,21,11179.0,False,False,1,8.94534,2020-05-19,1.0,1,38,city,RN,0,0
96344,Coronel João Pessoa,2402907.0,2020-05-19,21,4912.0,False,False,2,40.716609999999996,2020-05-19,0.5,1,36,city,RN,0,0
96345,Currais Novos,2403103.0,2020-05-19,21,44786.0,False,False,14,31.25977,2020-05-19,0.0,0,37,city,RN,1,0
96346,Encanto,2403301.0,2020-05-19,21,5638.0,False,False,12,212.84142999999997,2020-05-19,0.1667,2,39,city,RN,0,0
96347,Espírito Santo,2403509.0,2020-05-19,21,10505.0,False,False,1,9.51928,2020-05-19,0.0,0,2,city,RN,0,0
96348,Extremoz,2403608.0,2020-05-19,21,28583.0,False,False,56,195.92065,2020-05-19,0.0179,1,47,city,RN,5,0
96349,Felipe Guerra,2403707.0,2020-05-19,21,5985.0,False,False,26,434.41938,2020-05-19,0.0,0,16,city,RN,2,0
96350,Fernando Pedroza,2403756.0,2020-05-19,21,3054.0,False,False,1,32.74394,2020-05-19,0.0,0,28,city,RN,0,0
96351,Florânia,2403806.0,2020-05-19,21,9116.0,False,False,1,10.96972,2020-05-19,0.0,0,2,city,RN,0,0
96352,Frutuoso Gomes,2404002.0,2020-05-19,21,4068.0,False,False,2,49.16421,2020-05-19,0.0,0,2,city,RN,0,0
96353,Galinhos,2404101.0,2020-05-19,21,2786.0,False,False,1,35.89375,2020-05-19,0.0,0,3,city,RN,0,0
96354,Goianinha,2404200.0,2020-05-19,21,26328.0,False,False,12,45.57885,2020-05-19,0.0,0,15,city,RN,4,0
96355,Governador Dix-Sept Rosado,2404309.0,2020-05-19,21,13037.0,False,False,5,38.35238,2020-05-19,0.0,0,8,city,RN,0,0
96356,Grossos,2404408.0,2020-05-19,21,10383.0,False,False,5,48.155640000000005,2020-05-19,0.2,1,16,city,RN,0,0
96357,Guamaré,2404507.0,2020-05-19,21,15659.0,False,False,16,102.17766,2020-05-19,0.0,0,25,city,RN,-1,0
96358,Ielmo Marinho,2404606.0,2020-05-19,21,13766.0,False,False,9,65.37847,2020-05-19,0.0,0,31,city,RN,2,0
96360,Ipanguaçu,2404705.0,2020-05-19,21,15491.0,False,False,20,129.10721999999998,2020-05-19,0.2,4,34,city,RN,1,0
96361,Ipueira,2404804.0,2020-05-19,21,2241.0,False,False,1,44.62294,2020-05-19,0.0,0,1,city,RN,1,0
96362,Itajá,2404853.0,2020-05-19,21,7548.0,False,False,6,79.49126,2020-05-19,0.1667,1,23,city,RN,2,1
96363,Itaú,2404903.0,2020-05-19,21,5878.0,False,False,12,204.15107,2020-05-19,0.0,0,9,city,RN,0,0
96364,Janduís,2405207.0,2020-05-19,21,5268.0,False,False,1,18.98254,2020-05-19,0.0,0,2,city,RN,0,0
96365,Januário Cicco,2405306.0,2020-05-19,21,10181.0,False,False,2,19.64444,2020-05-19,0.0,0,38,city,RN,0,0
96366,Jardim de Angicos,2405504.0,2020-05-19,21,2612.0,False,False,1,38.28484,2020-05-19,0.0,0,2,city,RN,0,0
96367,Jardim do Seridó,2405702.0,2020-05-19,21,12396.0,False,False,2,16.13424,2020-05-19,0.0,0,8,city,RN,1,0
96368,Jaçanã,2405009.0,2020-05-19,21,9133.0,False,False,3,32.84791,2020-05-19,0.0,0,33,city,RN,0,0
96369,João Câmara,2405801.0,2020-05-19,21,34955.0,False,False,4,11.44328,2020-05-19,0.25,1,27,city,RN,1,1
96370,Jucurutu,2406106.0,2020-05-19,21,18295.0,False,False,3,16.397920000000003,2020-05-19,0.0,0,9,city,RN,1,0
96371,Lagoa Nova,2406502.0,2020-05-19,21,15614.0,False,False,1,6.40451,2020-05-19,0.0,0,8,city,RN,0,0
96372,Lagoa Salgada,2406601.0,2020-05-19,21,8245.0,False,False,2,24.25713,2020-05-19,0.0,0,22,city,RN,0,0
96373,Lagoa d'Anta,2406205.0,2020-05-19,21,6769.0,False,False,1,14.773229999999998,2020-05-19,0.0,0,2,city,RN,0,0
96374,Lagoa de Pedras,2406304.0,2020-05-19,21,7544.0,False,False,2,26.511129999999998,2020-05-19,0.5,1,38,city,RN,0,0
96375,Lajes,2406700.0,2020-05-19,21,11277.0,False,False,1,8.86761,2020-05-19,0.0,0,15,city,RN,0,0
96376,Lajes Pintadas,2406809.0,2020-05-19,21,4759.0,False,False,5,105.06409,2020-05-19,0.0,0,31,city,RN,0,0
96377,Luís Gomes,2407005.0,2020-05-19,21,10116.0,False,False,1,9.88533,2020-05-19,0.0,0,51,city,RN,0,0
96378,Macau,2407203.0,2020-05-19,21,31814.0,False,False,17,53.435590000000005,2020-05-19,0.0,0,12,city,RN,0,0
96379,Macaíba,2407104.0,2020-05-19,21,80792.0,False,False,58,71.78929000000001,2020-05-19,0.069,4,53,city,RN,5,0
96380,Martins,2407401.0,2020-05-19,21,8725.0,False,False,2,22.922639999999998,2020-05-19,0.0,0,7,city,RN,0,0
96381,Maxaranguape,2407500.0,2020-05-19,21,12371.0,False,False,3,24.25026,2020-05-19,0.3333,1,18,city,RN,0,0
96382,Montanhas,2407708.0,2020-05-19,21,11251.0,False,False,5,44.440490000000004,2020-05-19,0.2,1,26,city,RN,2,0
96383,Monte Alegre,2407807.0,2020-05-19,21,22451.0,False,False,12,53.44973,2020-05-19,0.0,0,53,city,RN,1,0
96384,Mossoró,2408003.0,2020-05-19,21,297378.0,False,False,665,223.62112000000002,2020-05-19,0.0496,33,60,city,RN,39,3
96385,Natal,2408102.0,2020-05-19,21,884122.0,False,False,1583,179.04769,2020-05-19,0.0291,46,69,city,RN,132,3
96386,Nova Cruz,2408300.0,2020-05-19,21,37343.0,False,False,9,24.1009,2020-05-19,0.0,0,22,city,RN,0,0
96387,Nísia Floresta,2408201.0,2020-05-19,21,27602.0,False,False,13,47.098040000000005,2020-05-19,0.0769,1,37,city,RN,3,0
96388,Ouro Branco,2408508.0,2020-05-19,21,4812.0,False,False,1,20.78138,2020-05-19,0.0,0,25,city,RN,0,0
96389,Paraná,2408607.0,2020-05-19,21,4254.0,False,False,1,23.50729,2020-05-19,0.0,0,7,city,RN,0,0
96390,Parazinho,2408805.0,2020-05-19,21,5237.0,False,False,1,19.0949,2020-05-19,0.0,0,12,city,RN,0,0
96391,Paraú,2408706.0,2020-05-19,21,3768.0,False,False,2,53.078559999999996,2020-05-19,0.0,0,15,city,RN,0,0
96392,Parelhas,2408904.0,2020-05-19,21,21477.0,False,False,4,18.624579999999998,2020-05-19,0.0,0,20,city,RN,1,0
96393,Parnamirim,2403251.0,2020-05-19,21,261469.0,False,False,293,112.05917,2020-05-19,0.0273,8,61,city,RN,24,0
96394,Passa e Fica,2409100.0,2020-05-19,21,13277.0,False,False,1,7.53182,2020-05-19,0.0,0,53,city,RN,0,0
96395,Patu,2409308.0,2020-05-19,21,12755.0,False,False,1,7.84006,2020-05-19,0.0,0,1,city,RN,1,0
96396,Pau dos Ferros,2409407.0,2020-05-19,21,30394.0,False,False,19,62.51234,2020-05-19,0.0526,1,37,city,RN,0,0
96397,Pedra Grande,2409506.0,2020-05-19,21,3237.0,False,False,2,61.7856,2020-05-19,0.0,0,17,city,RN,0,0
96398,Pedro Avelino,2409704.0,2020-05-19,21,6716.0,False,False,1,14.88982,2020-05-19,0.0,0,3,city,RN,0,0
96399,Pedro Velho,2409803.0,2020-05-19,21,14806.0,False,False,2,13.50804,2020-05-19,0.0,0,15,city,RN,0,0
96400,Pendências,2409902.0,2020-05-19,21,15129.0,False,False,10,66.09822,2020-05-19,0.1,1,21,city,RN,1,0
96401,Pilões,2410009.0,2020-05-19,21,3838.0,False,False,2,52.11047,2020-05-19,0.0,0,19,city,RN,0,0
96402,Portalegre,2410207.0,2020-05-19,21,7867.0,False,False,2,25.42265,2020-05-19,0.0,0,20,city,RN,0,0
96403,Porto do Mangue,2410256.0,2020-05-19,21,6437.0,False,False,2,31.07037,2020-05-19,0.0,0,17,city,RN,0,0
96404,Poço Branco,2410108.0,2020-05-19,21,15413.0,False,False,2,12.97606,2020-05-19,0.0,0,33,city,RN,0,0
96405,Riacho da Cruz,2410702.0,2020-05-19,21,3579.0,False,False,3,83.8223,2020-05-19,0.3333,1,19,city,RN,1,0
96406,Riachuelo,2410900.0,2020-05-19,21,8128.0,False,False,3,36.90945,2020-05-19,0.0,0,19,city,RN,1,0
96407,Rio do Fogo,2408953.0,2020-05-19,21,10848.0,False,False,6,55.30973,2020-05-19,0.0,0,2,city,RN,3,0
96408,Rodolfo Fernandes,2411007.0,2020-05-19,21,4467.0,False,False,1,22.38639,2020-05-19,0.0,0,8,city,RN,0,0
96409,Santa Cruz,2411205.0,2020-05-19,21,39674.0,False,False,22,55.451930000000004,2020-05-19,0.0,0,39,city,RN,1,0
96410,Santa Maria,2409332.0,2020-05-19,21,5551.0,False,False,2,36.029540000000004,2020-05-19,0.0,0,23,city,RN,0,0
96411,Santana do Matos,2411403.0,2020-05-19,21,12791.0,False,False,6,46.90798,2020-05-19,0.0,0,12,city,RN,3,0
96412,Santo Antônio,2411502.0,2020-05-19,21,24136.0,False,False,17,70.43421,2020-05-19,0.0588,1,47,city,RN,1,0
96413,Senador Elói de Souza,2413102.0,2020-05-19,21,6086.0,False,False,1,16.43115,2020-05-19,0.0,0,14,city,RN,0,0
96414,Senador Georgino Avelino,2413201.0,2020-05-19,21,4440.0,False,False,3,67.56756999999999,2020-05-19,0.3333,1,12,city,RN,0,0
96415,Serra Caiada,2410306.0,2020-05-19,21,10395.0,False,False,2,19.24002,2020-05-19,0.0,0,8,city,RN,0,0
96416,Serra Negra do Norte,2413409.0,2020-05-19,21,8078.0,False,False,3,37.13791,2020-05-19,0.6667,2,28,city,RN,0,0
96417,Serra de São Bento,2413300.0,2020-05-19,21,5762.0,False,False,1,17.35509,2020-05-19,0.0,0,34,city,RN,0,0
96418,Serra do Mel,2413359.0,2020-05-19,21,11938.0,False,False,1,8.376610000000001,2020-05-19,0.0,0,22,city,RN,0,0
96419,Severiano Melo,2413607.0,2020-05-19,21,2440.0,False,False,1,40.98361,2020-05-19,0.0,0,6,city,RN,0,0
96420,São Fernando,2411809.0,2020-05-19,21,3584.0,False,False,1,27.901790000000002,2020-05-19,0.0,0,1,city,RN,1,0
96421,São Gonçalo do Amarante,2412005.0,2020-05-19,21,102400.0,False,False,102,99.60938,2020-05-19,0.0686,7,53,city,RN,4,1
96422,São José de Mipibu,2412203.0,2020-05-19,21,43899.0,False,False,36,82.00641999999999,2020-05-19,0.0833,3,53,city,RN,1,1
96423,São Miguel,2412500.0,2020-05-19,21,23519.0,False,False,17,72.28198,2020-05-19,0.0,0,33,city,RN,0,0
96424,São Miguel do Gostoso,2412559.0,2020-05-19,21,10282.0,False,False,1,9.72573,2020-05-19,0.0,0,36,city,RN,0,0
96425,São Paulo do Potengi,2412609.0,2020-05-19,21,17579.0,False,False,3,17.065820000000002,2020-05-19,0.0,0,22,city,RN,0,0
96426,São Pedro,2412708.0,2020-05-19,21,5971.0,False,False,2,33.49523,2020-05-19,0.0,0,45,city,RN,1,0
96427,São Rafael,2412807.0,2020-05-19,21,8202.0,False,False,9,109.72933,2020-05-19,0.1111,1,32,city,RN,1,0
96428,São Tomé,2412906.0,2020-05-19,21,11055.0,False,False,9,81.41113,2020-05-19,0.1111,1,18,city,RN,2,0
96429,São Vicente,2413003.0,2020-05-19,21,6424.0,False,False,1,15.566629999999998,2020-05-19,0.0,0,12,city,RN,0,0
96430,Taboleiro Grande,2413805.0,2020-05-19,21,2566.0,False,False,5,194.85581000000002,2020-05-19,0.2,1,19,city,RN,0,0
96431,Taipu,2413904.0,2020-05-19,21,12279.0,False,False,2,16.28797,2020-05-19,0.5,1,45,city,RN,1,0
96432,Tenente Ananias,2414100.0,2020-05-19,21,10786.0,False,False,9,83.4415,2020-05-19,0.2222,2,45,city,RN,0,0
96433,Tenente Laurentino Cruz,2414159.0,2020-05-19,21,5952.0,False,False,1,16.80108,2020-05-19,0.0,0,7,city,RN,0,0
96434,Tibau,2411056.0,2020-05-19,21,4106.0,False,False,12,292.25524,2020-05-19,0.0,0,53,city,RN,2,0
96435,Tibau do Sul,2414209.0,2020-05-19,21,14180.0,False,False,3,21.15656,2020-05-19,0.0,0,6,city,RN,1,0
96436,Touros,2414407.0,2020-05-19,21,33287.0,False,False,14,42.05846,2020-05-19,0.1429,2,33,city,RN,1,0
96437,Umarizal,2414506.0,2020-05-19,21,10555.0,False,False,2,18.94837,2020-05-19,0.0,0,8,city,RN,0,0
96438,Upanema,2414605.0,2020-05-19,21,14659.0,False,False,2,13.6435,2020-05-19,0.0,0,14,city,RN,0,0
96439,Várzea,2414704.0,2020-05-19,21,5500.0,False,False,1,18.181820000000002,2020-05-19,0.0,0,4,city,RN,1,0
99905,Acari,2400109.0,2020-05-20,21,11136.0,False,False,2,17.959770000000002,2020-05-20,0.0,0,38,city,RN,1,0
99906,Afonso Bezerra,2400307.0,2020-05-20,21,11035.0,False,False,5,45.31038,2020-05-20,0.2,1,16,city,RN,0,0
99907,Alexandria,2400505.0,2020-05-20,21,13577.0,False,False,5,36.82699,2020-05-20,0.2,1,30,city,RN,0,0
99908,Almino Afonso,2400604.0,2020-05-20,21,4735.0,False,False,1,21.119320000000002,2020-05-20,0.0,0,9,city,RN,0,0
99909,Alto do Rodrigues,2400703.0,2020-05-20,21,14529.0,False,False,20,137.65572,2020-05-20,0.1,2,33,city,RN,0,0
99910,Angicos,2400802.0,2020-05-20,21,11714.0,False,False,2,17.07359,2020-05-20,0.0,0,7,city,RN,0,0
99911,Antônio Martins,2400901.0,2020-05-20,21,7145.0,False,False,1,13.9958,2020-05-20,0.0,0,10,city,RN,0,0
99912,Apodi,2401008.0,2020-05-20,21,35845.0,False,False,148,412.88883,2020-05-20,0.0135,2,52,city,RN,17,0
99913,Areia Branca,2401107.0,2020-05-20,21,27774.0,False,False,109,392.45337,2020-05-20,0.1009,11,46,city,RN,10,2
99914,Arês,2401206.0,2020-05-20,21,14306.0,False,False,3,20.97022,2020-05-20,0.0,0,26,city,RN,0,0
99915,Açu,2400208.0,2020-05-20,21,58017.0,False,False,89,153.40331,2020-05-20,0.0449,4,54,city,RN,5,0
99916,Baraúna,2401453.0,2020-05-20,21,28374.0,False,False,62,218.5099,2020-05-20,0.0323,2,33,city,RN,4,0
99917,Barcelona,2401503.0,2020-05-20,21,3998.0,False,False,1,25.01251,2020-05-20,0.0,0,35,city,RN,0,0
99918,Baía Formosa,2401404.0,2020-05-20,21,9271.0,False,False,3,32.35897,2020-05-20,0.0,0,48,city,RN,0,0
99919,Bento Fernandes,2401602.0,2020-05-20,21,5497.0,False,False,2,36.38348,2020-05-20,0.0,0,33,city,RN,0,0
99920,Bom Jesus,2401701.0,2020-05-20,21,10210.0,False,False,3,29.382959999999997,2020-05-20,0.3333,1,21,city,RN,0,0
99921,Brejinho,2401800.0,2020-05-20,21,12699.0,False,False,2,15.749270000000001,2020-05-20,0.0,0,22,city,RN,0,0
99922,Caicó,2402006.0,2020-05-20,21,67952.0,False,False,17,25.01766,2020-05-20,0.0,0,54,city,RN,2,0
